,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152
0,1.0,0.0,0.0,0.0,0.0,0.0,0.1636344081889862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,1.0,0.0,0.03989879899901792,0.0,0.0,0.02312640723628722,0.04433203655581462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045111202065326664,0.0,0.0,0.0,0.0,0.0,0.026138518257231194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040463963267601405,0.0,0.03184266631059963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03700903458104141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04433203655581462,0.050671637898002456,0.027274204871436083,0.0,0.0,0.03472178183449328,0.0,0.0,0.0,0.04285994929152156,0.04241314825868636,0.0,0.0,0.0,0.0,0.0,0.0,0.060687662426363385,0.0,0.0,0.0,0.0,0.0,0.053296779599485276,0.0,0.0,0.0,0.0,0.0,0.057197505247762674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17844513529541686,0.053296779599485276,0.0,0.08144401663707389,0.0,0.0,0.0,0.045111202065326664,0.0,0.0,0.0,0.04336083544673327,0.0,0.0,0.0,0.050671637898002456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050671637898002456,0.041143102918666824,0.0
3,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.03989879899901792,0.0,1.0,0.0,0.0,0.028977343319485416,0.055547955642419766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05652424851148268,0.0,0.0,0.0,0.0,0.0,0.0327515125745068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05070126733012488,0.0,0.03989879899901792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04637224840072975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055547955642419766,0.06349146380277938,0.034174525694829344,0.0,0.0,0.04350632515472012,0.0,0.0,0.0,0.05370343316135191,0.05314359233559445,0.0,0.0,0.0,0.0,0.0,0.0,0.07604152307006129,0.0,0.0,0.0,0.0,0.0,0.06678076125261441,0.0,0.0,0.0,0.0,0.0,0.07166836290860787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22359140770615715,0.06678076125261441,0.0,0.10204919455484163,0.0,0.0,0.0,0.05652424851148268,0.0,0.0,0.0,0.0543310425403294,0.0,0.0,0.0,0.06349146380277938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06349146380277938,0.051552227992960525,0.0
5,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.1636344081889862,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0932472155087251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13325338209352316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.02312640723628722,0.0,0.028977343319485416,0.0,0.0,1.0000000000000002,0.03219707548995242,0.0,0.0,0.0,0.0907175225949454,0.0,0.07621270812967881,0.0,0.0,0.0,0.03276296085588506,0.0,0.0,0.0,0.0,0.0,0.018983649543462933,0.0,0.0,0.0,0.0591980839455844,0.0,0.05443849035829231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042665343085521834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029387805775837862,0.0,0.02312640723628722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02687859103237523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03219707548995242,0.03680134452085154,0.019808465872495018,0.0,0.0,0.02521742553972989,0.0,0.0,0.0,0.031127941101854364,0.0308034424390178,0.0,0.0,0.0,0.0,0.03510410660030084,0.0,0.04407569334177334,0.0,0.0,0.0,0.0,0.0,0.0387079089853117,0.0,0.0,0.0,0.0,0.0,0.041540893163808865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12959953880503008,0.0387079089853117,0.0,0.05915043286060972,0.0,0.0,0.0,0.03276296085588506,0.0,0.0,0.0,0.03149172022422604,0.0,0.0,0.0,0.03680134452085154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03680134452085154,0.029881045254832768,0.0
8,0.0,0.0,0.04433203655581462,0.0,0.055547955642419766,0.0,0.0,0.03219707548995242,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0628047739322349,0.0,0.0,0.0,0.0,0.0,0.036390600447572266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563347893444249,0.0,0.04433203655581462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051524764224784525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06172000315601319,0.07054613083356916,0.03797172748027056,0.0,0.0,0.04834040235686501,0.0,0.0,0.0,0.05967053199121109,0.0590484861007188,0.0,0.0,0.0,0.0,0.0,0.0,0.08449065297892185,0.0,0.0,0.0,0.0,0.0,0.07420090888321981,0.0,0.0,0.0,0.0,0.0,0.07963158200421012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24843510854147244,0.07420090888321981,0.0,0.11338809029334525,0.0,0.0,0.0,0.0628047739322349,0.0,0.0,0.0,0.06036787633814963,0.0,0.0,0.0,0.07054613083356916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07054613083356916,0.057280301995402655,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221057511208546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043147885654768195,0.09935203202147293,0.0,0.0,0.0,0.05805682934113642,0.07852090176542745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04508080955248801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21915535682528337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09322282424986032,0.13248191610047072,0.06419232055083435,0.0,0.0,0.0,0.0,0.0,0.0
